STUDENT NUMBER,name report last,name report first,enrollment begin date,enrollment end date,ACADEMIC TERM ID,SNAPSHOT GENERATION ID,ACADEMIC CENTER ID
11094476,Harrison,Jeffrey,8/22/2011 0:00,#EMPTY,20113,10285,7570
11096787,Harrison,Ahna,8/22/2011 0:00,#EMPTY,20113,10285,7570
11103599,Harrison,Elizabeth,8/22/2011 0:00,#EMPTY,20113,10285,7570
11107939,Harrison,Jaclyn,8/22/2011 0:00,#EMPTY,20113,10285,7570
11108224,Harrison,Dane,8/22/2011 0:00,#EMPTY,20113,10285,7570
11108784,Harrison,Troy,8/22/2011 0:00,#EMPTY,20113,10285,7570
11109018,Harrison,Spencer,8/30/2011 0:00,#EMPTY,20113,10285,7570
11112745,Harrison,Andrew,8/22/2011 0:00,#EMPTY,20113,10285,7570
11116226,Harrison,Kelli,8/22/2011 0:00,#EMPTY,20113,10285,7570
11119386,Harrison,Chloe,8/22/2011 0:00,#EMPTY,20113,10285,7570
11120654,Harrison,Jordan,8/22/2011 0:00,#EMPTY,20113,10285,7570
11121086,Harrison,Yongbin,8/22/2011 0:00,#EMPTY,20113,10285,7570
11123698,Harrison,Hayley,8/22/2011 0:00,#EMPTY,20113,10285,7570
11125007,Harrison,Steven,8/22/2011 0:00,#EMPTY,20113,10285,7570
11126640,Harrison,Peter,8/22/2011 0:00,#EMPTY,20113,10285,7570
11126896,Harrison,Shelby,8/22/2011 0:00,#EMPTY,20113,10285,7570
11128737,Harrison,Brock,8/22/2011 0:00,#EMPTY,20113,10285,7570
11128806,Harrison,Tyler,8/22/2011 0:00,#EMPTY,20113,10285,7570
11130656,Harrison,Ireti,8/22/2011 0:00,#EMPTY,20113,10285,7570
11132997,Harrison,Margaret,8/22/2011 0:00,#EMPTY,20113,10285,7570
11134855,Harrison,Kelsey,8/22/2011 0:00,#EMPTY,20113,10285,7570
11136674,Harrison,Courtney,8/22/2011 0:00,#EMPTY,20113,10285,7570
11137138,Harrison,Natalie,8/22/2011 0:00,#EMPTY,20113,10285,7570
11138146,Harrison,Amanda,8/22/2011 0:00,#EMPTY,20113,10285,7570
11138566,Harrison,David,8/22/2011 0:00,#EMPTY,20113,10285,7570
11140005,Harrison,Jack,8/22/2011 0:00,#EMPTY,20113,10285,7570
11141040,Harrison,Victor,8/22/2011 0:00,#EMPTY,20113,10285,7570
11142208,Harrison,Nicholas,8/22/2011 0:00,#EMPTY,20113,10285,7570
11145814,Harrison,Ni,8/22/2011 0:00,#EMPTY,20113,10285,7570
11151784,Harrison,Patrick,8/22/2011 0:00,#EMPTY,20113,10285,7570
11151785,Harrison,Ryan,8/22/2011 0:00,#EMPTY,20113,10285,7570
11151880,Harrison,Gavin,8/22/2011 0:00,#EMPTY,20113,10285,7570
11152077,Harrison,Cassandra,8/22/2011 0:00,#EMPTY,20113,10285,7570
11152187,Harrison,Laurel,8/22/2011 0:00,#EMPTY,20113,10285,7570
11153125,Harrison,Kara,8/22/2011 0:00,8/24/2011 0:00,20113,10285,7570
11155185,Harrison,Angelina,8/22/2011 0:00,#EMPTY,20113,10285,7570
11156846,Harrison,Danica,8/22/2011 0:00,#EMPTY,20113,10285,7570
11158725,Harrison,Kyle,8/22/2011 0:00,#EMPTY,20113,10285,7570
11158860,Harrison,Emily,8/22/2011 0:00,#EMPTY,20113,10285,7570
11159058,Harrison,Sarah,8/22/2011 0:00,#EMPTY,20113,10285,7570
11159594,Harrison,Brooklyn,8/22/2011 0:00,#EMPTY,20113,10285,7570
11165157,Harrison,Heather,8/25/2011 0:00,#EMPTY,20113,10285,7570
11166534,Harrison,Michelle,8/22/2011 0:00,#EMPTY,20113,10285,7570
11166696,Harrison,Sidney,8/22/2011 0:00,#EMPTY,20113,10285,7570
11172397,Harrison,Meghan,8/22/2011 0:00,#EMPTY,20113,10285,7570
11173256,Harrison,Kelsey,8/22/2011 0:00,#EMPTY,20113,10285,7570
11173848,Harrison,Marissa,8/22/2011 0:00,#EMPTY,20113,10285,7570
11174614,Harrison,Eric,8/22/2011 0:00,#EMPTY,20113,10285,7570
11175085,Harrison,Cera,8/22/2011 0:00,#EMPTY,20113,10285,7570
11175548,Harrison,Dustin,8/24/2011 0:00,8/25/2011 0:00,20113,10285,7570
11176844,Harrison,Hailey,8/22/2011 0:00,#EMPTY,20113,10285,7570
11178190,Harrison,Katherine,8/22/2011 0:00,#EMPTY,20113,10285,7570
11178774,Harrison,Justin,8/22/2011 0:00,#EMPTY,20113,10285,7570
11179930,Harrison,Kendra,8/22/2011 0:00,#EMPTY,20113,10285,7570
11180007,Harrison,Sierra,8/22/2011 0:00,#EMPTY,20113,10285,7570
11180025,Harrison,Deanna,8/22/2011 0:00,#EMPTY,20113,10285,7570
11180197,Harrison,Mollie,8/22/2011 0:00,#EMPTY,20113,10285,7570
11180576,Harrison,Quinn,8/22/2011 0:00,#EMPTY,20113,10285,7570
11184009,Harrison,Nicole,8/22/2011 0:00,#EMPTY,20113,10285,7570
11186520,Harrison,Nicole,8/22/2011 0:00,#EMPTY,20113,10285,7570
11186604,Harrison,Cassandra,8/22/2011 0:00,#EMPTY,20113,10285,7570
11188160,Harrison,Spencer,8/31/2011 0:00,#EMPTY,20113,10285,7570
11188259,Harrison,Haley,8/22/2011 0:00,#EMPTY,20113,10285,7570
11188597,Harrison,Stetson,8/23/2011 0:00,#EMPTY,20113,10285,7570
11188599,Harrison,Savannah,8/22/2011 0:00,#EMPTY,20113,10285,7570
11188610,Harrison,Samantha,8/22/2011 0:00,#EMPTY,20113,10285,7570
11188717,Harrison,Kerry,8/22/2011 0:00,#EMPTY,20113,10285,7570
11190830,Harrison,Kindra,8/22/2011 0:00,#EMPTY,20113,10285,7570
11191519,Harrison,Samantha,8/22/2011 0:00,#EMPTY,20113,10285,7570
11192724,Harrison,Shayla,8/22/2011 0:00,#EMPTY,20113,10285,7570
11193007,Harrison,Kevin,8/22/2011 0:00,#EMPTY,20113,10285,7570
11194795,Harrison,Wesley,8/22/2011 0:00,#EMPTY,20113,10285,7570
11195269,Harrison,Kimo,8/22/2011 0:00,8/22/2011 0:00,20113,10285,7570
11195389,Harrison,William,8/22/2011 0:00,#EMPTY,20113,10285,7570
11195885,Harrison,Alia,8/22/2011 0:00,#EMPTY,20113,10285,7570
11195930,Harrison,Tierney,8/22/2011 0:00,#EMPTY,20113,10285,7570
11197267,Harrison,Samittra,8/22/2011 0:00,#EMPTY,20113,10285,7570
11198575,Harrison,Hye,8/24/2011 0:00,#EMPTY,20113,10285,7570
11198890,Harrison,Yee,8/22/2011 0:00,8/29/2011 0:00,20113,10285,7570
11201336,Harrison,Hannah,8/22/2011 0:00,#EMPTY,20113,10285,7570
11201960,Harrison,Kirsten,8/22/2011 0:00,#EMPTY,20113,10285,7570
11202225,Harrison,Stephanie,8/22/2011 0:00,#EMPTY,20113,10285,7570
11202548,Harrison,Kerry,8/22/2011 0:00,#EMPTY,20113,10285,7570
11202920,Harrison,Brett,8/22/2011 0:00,#EMPTY,20113,10285,7570
11208515,Harrison,Wesley,8/22/2011 0:00,#EMPTY,20113,10285,7570
11208568,Harrison,Tanna,8/22/2011 0:00,#EMPTY,20113,10285,7570
11209406,Harrison,Kristine,8/22/2011 0:00,#EMPTY,20113,10285,7570
11213660,Harrison,Kyle,8/22/2011 0:00,#EMPTY,20113,10285,7570
11213857,Harrison,Feng-Hsi,8/22/2011 0:00,#EMPTY,20113,10285,7570
11214649,Harrison,Xin,8/22/2011 0:00,8/23/2011 0:00,20113,10285,7570
11215737,Harrison,Matthew,8/22/2011 0:00,#EMPTY,20113,10285,7570
11216387,Harrison,Jaewon,8/25/2011 0:00,#EMPTY,20113,10285,7570
11220536,Harrison,Evan,8/22/2011 0:00,#EMPTY,20113,10285,7570
11222534,Harrison,Zachary,8/22/2011 0:00,#EMPTY,20113,10285,7570
11222819,Harrison,Sina,8/22/2011 0:00,#EMPTY,20113,10285,7570
11222837,Harrison,Jasmine,8/22/2011 0:00,#EMPTY,20113,10285,7570
11222869,Harrison,Kenny,8/22/2011 0:00,#EMPTY,20113,10285,7570
11223008,Harrison,Adam,8/22/2011 0:00,#EMPTY,20113,10285,7570
11223566,Harrison,Alexa,8/22/2011 0:00,#EMPTY,20113,10285,7570
11223626,Harrison,Osaze,8/22/2011 0:00,#EMPTY,20113,10285,7570
11223666,Harrison,Katelyn,8/22/2011 0:00,#EMPTY,20113,10285,7570
11224524,Harrison,Dexter,8/22/2011 0:00,#EMPTY,20113,10285,7570
11224599,Harrison,Sarah,8/22/2011 0:00,#EMPTY,20113,10285,7570
11228174,Harrison,Christopher,8/22/2011 0:00,#EMPTY,20113,10285,7570
11228474,Harrison,Kayla,8/22/2011 0:00,#EMPTY,20113,10285,7570
11228716,Harrison,Christian,8/22/2011 0:00,#EMPTY,20113,10285,7570
11229366,Harrison,Laura,8/22/2011 0:00,#EMPTY,20113,10285,7570
11229517,Harrison,Jordan,8/22/2011 0:00,#EMPTY,20113,10285,7570
11230284,Harrison,Dominic,8/22/2011 0:00,#EMPTY,20113,10285,7570
11234626,Harrison,Wyatt,8/22/2011 0:00,#EMPTY,20113,10285,7570
11236734,Harrison,Megan,8/22/2011 0:00,#EMPTY,20113,10285,7570
11237075,Harrison,Jordan,8/22/2011 0:00,#EMPTY,20113,10285,7570
11237516,Harrison,Daniel,8/22/2011 0:00,#EMPTY,20113,10285,7570
11237519,Harrison,Garrett,8/22/2011 0:00,#EMPTY,20113,10285,7570
11237854,Harrison,Tralonda,8/22/2011 0:00,#EMPTY,20113,10285,7570
11237995,Harrison,Michaela,8/22/2011 0:00,#EMPTY,20113,10285,7570
11238067,Harrison,Lindsey,8/22/2011 0:00,#EMPTY,20113,10285,7570
11238158,Harrison,Katelyn,8/22/2011 0:00,#EMPTY,20113,10285,7570
11238667,Harrison,Scott,8/22/2011 0:00,#EMPTY,20113,10285,7570
11238705,Harrison,Loren,8/22/2011 0:00,#EMPTY,20113,10285,7570
11239155,Harrison,Austyn,8/22/2011 0:00,#EMPTY,20113,10285,7570
11239228,Harrison,Mackenzie,8/22/2011 0:00,#EMPTY,20113,10285,7570
11239508,Harrison,Kaylin,8/22/2011 0:00,#EMPTY,20113,10285,7570
11239815,Harrison,Katrina,8/22/2011 0:00,#EMPTY,20113,10285,7570
11241020,Harrison,Erin,8/22/2011 0:00,#EMPTY,20113,10285,7570
11241047,Harrison,Chelsea,8/22/2011 0:00,#EMPTY,20113,10285,7570
11241089,Harrison,Matthew,8/22/2011 0:00,#EMPTY,20113,10285,7570
11241276,Harrison,Zachary,8/22/2011 0:00,#EMPTY,20113,10285,7570
11241280,Harrison,Holly,8/22/2011 0:00,#EMPTY,20113,10285,7570
11241527,Harrison,Jonathan,8/22/2011 0:00,#EMPTY,20113,10285,7570
11241608,Harrison,Evan,8/22/2011 0:00,#EMPTY,20113,10285,7570
11242247,Harrison,Dylan,8/22/2011 0:00,#EMPTY,20113,10285,7570
11242347,Harrison,Avery,8/22/2011 0:00,#EMPTY,20113,10285,7570
11242490,Harrison,Lindsey,8/22/2011 0:00,#EMPTY,20113,10285,7570
11242850,Harrison,Whitney,8/22/2011 0:00,#EMPTY,20113,10285,7570
11242885,Harrison,Alexea,8/22/2011 0:00,#EMPTY,20113,10285,7570
11242978,Harrison,Neil,8/22/2011 0:00,#EMPTY,20113,10285,7570
11243267,Harrison,Andrew,8/22/2011 0:00,#EMPTY,20113,10285,7570
11243274,Harrison,Zhong,8/22/2011 0:00,8/25/2011 0:00,20113,10285,7570
11243699,Harrison,Ryan,8/22/2011 0:00,#EMPTY,20113,10285,7570
11243805,Harrison,Brandon,8/22/2011 0:00,#EMPTY,20113,10285,7570
11244627,Harrison,Alicia,8/22/2011 0:00,#EMPTY,20113,10285,7570
11244976,Harrison,Gaige,8/22/2011 0:00,#EMPTY,20113,10285,7570
11245497,Harrison,Eric,8/22/2011 0:00,#EMPTY,20113,10285,7570
11245986,Harrison,Cari,8/23/2011 0:00,#EMPTY,20113,10285,7570
11246119,Harrison,Erika,8/22/2011 0:00,#EMPTY,20113,10285,7570
11246145,Harrison,Olufunmilayo,8/22/2011 0:00,8/29/2011 0:00,20113,10285,7570
11246264,Harrison,Taylor,8/22/2011 0:00,#EMPTY,20113,10285,7570
11246537,Harrison,Victor,8/22/2011 0:00,#EMPTY,20113,10285,7570
11246540,Harrison,Jacob,8/22/2011 0:00,#EMPTY,20113,10285,7570
11247506,Harrison,Kayla,8/22/2011 0:00,#EMPTY,20113,10285,7570
11248304,Harrison,Hayden,8/22/2011 0:00,8/26/2011 0:00,20113,10285,7570
11248548,Harrison,Caleb,8/22/2011 0:00,#EMPTY,20113,10285,7570
11249285,Harrison,Taylor,8/22/2011 0:00,#EMPTY,20113,10285,7570
11249676,Harrison,Angus,8/22/2011 0:00,#EMPTY,20113,10285,7570
11249917,Harrison,Diego,8/22/2011 0:00,#EMPTY,20113,10285,7570
11249967,Harrison,Zahra,8/22/2011 0:00,#EMPTY,20113,10285,7570
11249988,Harrison,Jennifer,8/22/2011 0:00,8/25/2011 0:00,20113,10285,7570
11250835,Harrison,Kendall,8/22/2011 0:00,#EMPTY,20113,10285,7570
11250960,Harrison,Danielle,8/22/2011 0:00,#EMPTY,20113,10285,7570
11250974,Harrison,Trevor,8/22/2011 0:00,#EMPTY,20113,10285,7570
11251130,Harrison,Zachary,8/22/2011 0:00,#EMPTY,20113,10285,7570
11251166,Harrison,Haley,8/22/2011 0:00,#EMPTY,20113,10285,7570
11251176,Harrison,Melissa,8/22/2011 0:00,#EMPTY,20113,10285,7570
11251304,Harrison,Lucas,8/22/2011 0:00,#EMPTY,20113,10285,7570
11251537,Harrison,Jacqueline,8/22/2011 0:00,#EMPTY,20113,10285,7570
11251604,Harrison,Taylor,8/22/2011 0:00,#EMPTY,20113,10285,7570
11251614,Harrison,Kolton,8/22/2011 0:00,#EMPTY,20113,10285,7570
11252139,Harrison,Jessica,8/22/2011 0:00,#EMPTY,20113,10285,7570
11252438,Harrison,Hanna,8/22/2011 0:00,#EMPTY,20113,10285,7570
11252940,Harrison,Taylor,8/22/2011 0:00,#EMPTY,20113,10285,7570
11254497,Harrison,Ashley,8/22/2011 0:00,8/22/2011 0:00,20113,10285,7570
11254978,Harrison,Kaitlyn,8/22/2011 0:00,#EMPTY,20113,10285,7570
11255016,Harrison,Baylie,8/22/2011 0:00,#EMPTY,20113,10285,7570
11255600,Harrison,Jordan,8/22/2011 0:00,#EMPTY,20113,10285,7570
11255767,Harrison,Jessica,8/22/2011 0:00,#EMPTY,20113,10285,7570
11255776,Harrison,Kyle,8/22/2011 0:00,#EMPTY,20113,10285,7570
11256550,Harrison,Taysia,8/22/2011 0:00,#EMPTY,20113,10285,7570
11257019,Harrison,Evan,8/22/2011 0:00,8/24/2011 0:00,20113,10285,7570
11258478,Harrison,Christopher,8/22/2011 0:00,#EMPTY,20113,10285,7570
11260289,Harrison,Taylor,8/22/2011 0:00,#EMPTY,20113,10285,7570
11260355,Harrison,Qiulin,8/22/2011 0:00,8/26/2011 0:00,20113,10285,7570
11260960,Harrison,Sai,8/22/2011 0:00,8/25/2011 0:00,20113,10285,7570
11261055,Harrison,Michael,8/22/2011 0:00,#EMPTY,20113,10285,7570
11261715,Harrison,Garrett,8/22/2011 0:00,#EMPTY,20113,10285,7570
11262785,Harrison,Renn,8/22/2011 0:00,#EMPTY,20113,10285,7570
11263015,Harrison,Timothy,8/22/2011 0:00,#EMPTY,20113,10285,7570
11263889,Harrison,Courtney,8/22/2011 0:00,#EMPTY,20113,10285,7570
11264900,Harrison,Fangyuan,8/22/2011 0:00,8/26/2011 0:00,20113,10285,7570
11265507,Harrison,Gregory,8/22/2011 0:00,#EMPTY,20113,10285,7570
11266184,Harrison,Christine,8/22/2011 0:00,#EMPTY,20113,10285,7570
11266210,Harrison,Lulu,8/23/2011 0:00,8/23/2011 0:00,20113,10285,7570
11266237,Harrison,Sangwon,8/22/2011 0:00,#EMPTY,20113,10285,7570
11266305,Harrison,Zhuo,8/24/2011 0:00,8/26/2011 0:00,20113,10285,7570
11266349,Harrison,Scott,8/22/2011 0:00,#EMPTY,20113,10285,7570
11266499,Harrison,Alexander,8/22/2011 0:00,#EMPTY,20113,10285,7570
11266639,Harrison,Wenqiong,8/22/2011 0:00,8/25/2011 0:00,20113,10285,7570
11266756,Harrison,Morgan,8/22/2011 0:00,#EMPTY,20113,10285,7570
11266815,Harrison,Kylie,8/22/2011 0:00,#EMPTY,20113,10285,7570
11267055,Harrison,McKenna,8/22/2011 0:00,#EMPTY,20113,10285,7570
11267357,Harrison,Parker,8/22/2011 0:00,8/22/2011 0:00,20113,10285,7570
11267359,Harrison,Jenna,8/22/2011 0:00,#EMPTY,20113,10285,7570
11267454,Harrison,Karolina,8/22/2011 0:00,#EMPTY,20113,10285,7570
11269394,Harrison,Lauren,8/22/2011 0:00,#EMPTY,20113,10285,7570
11269959,Harrison,Zachary,8/22/2011 0:00,#EMPTY,20113,10285,7570
11270715,Harrison,Erica,8/22/2011 0:00,#EMPTY,20113,10285,7570
11270727,Harrison,Leo,8/22/2011 0:00,#EMPTY,20113,10285,7570
11270828,Harrison,Justin,8/22/2011 0:00,#EMPTY,20113,10285,7570
11271140,Harrison,Salvador,8/22/2011 0:00,#EMPTY,20113,10285,7570
11273430,Harrison,Yang,8/23/2011 0:00,#EMPTY,20113,10285,7570
11274196,Harrison,Elizabeth,8/22/2011 0:00,#EMPTY,20113,10285,7570
11274837,Harrison,Pierce,8/22/2011 0:00,#EMPTY,20113,10285,7570
11275357,Harrison,Joshua,8/22/2011 0:00,#EMPTY,20113,10285,7570
11277755,Harrison,Nicholas,8/22/2011 0:00,#EMPTY,20113,10285,7570
11281600,Harrison,Joeann,8/22/2011 0:00,#EMPTY,20113,10285,7570
